status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0811-2014,"Healthy Alternatives, Digestion & Stomach Upset Support, packaged 90-capsule bottles (SKU 54897). Firm name on the label is Health Enhancement, Inc. Grass Valley, CA;",933 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 54897000 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0768-2014,"Bulk 9809 ENZYMEDICA CARBGESTKOSH capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92103).","54,000 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 92099007 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0782-2014,"Bulk A957 Nutra Med Digestive Bul powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83318);",98.67 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 83318002, 83318003, and 83318004 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0798-2014,"Multi Plant Enzyme Tablets, packaged 60 tablet bottles(SKU 54451). Firm name on the label is Wedar Nutrasource Inc., Hacienda Height, CA;",5328 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 54451002 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0792-2014,"B911 Kirkman Max Spectrum E, packaged unlabeled, 90-capsule bottles (SKU 54255);",1138 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 54255000 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0765-2014,"Bulk 9665 BioSan Labs Hi Potency capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92093);","2,134,857 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 92093010, 92093011, 92093012, 92093013, 92093014, 92093015, and 92093016 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0747-2014,"Dietary Supplement packaged in the following configurations:   (1) KIRKMAN, Enzym-Complete / DPP-IV, Broad Spectrum Digestion Formula with Dipeptidyl Peptidase IV Analog, packaged in 60-capsule bottles (SKU 52587), 120-capsule bottles (SKU 52588), and 200-capsule bottles (SKU 53853). Manufactured exclusively for KIRKMAN, Lake Oswego, OR;  (2) KIRKMAN, EnZym-Complete / DPP-IV, GF/CF Enzyme Dietary Supplement, packaged in 200-capsule bottles (SKU 54956). Manufactured exclusively for KIRKMAN, Lake Oswego, OR;",16733 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 52587047, 52587048, 52587049, 52587050, 52588047, 52588048, 52588049, 52588050, 52588051, 53853006, 53853007, 53853008, 53853009, 53853010, and 54956000 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0780-2014,"Mountain States Health Products, Inc., Gluten & Dairy Digest, Enzyme Supplement packaged in 90-capsule bottles (SKU 53830). Firm name on the label is Mountain States Health Products, Inc., Lyons, CO;",1173 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 53830001 and 53830002 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0796-2014,"Bulk C012 BioSan Enzyme Blend 3 O capsules,packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92438);","590,470 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 92438001, 92438002, 92438004, and 92438005 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0741-2014,"WELLZYMES, Digestive Health, Enzyme Supplement  packaged in 60-(SKU 52235) capsule bottles. Manufactured exclusively for enzymes, inc. Kansas City, MO",2503 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot Numbers: 52235014, 52235015, and 52235016 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0775-2014,"Bulk A164 NUTRACHOICE DIGESTIVEBL powder (SKU 83196), packaged in varying quantities within poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution)",258.3 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 83196007, 83196008, 83196009, and 83196011 ",2015-03-03
Terminated,Amityville,NY,United States,2,66766,"Global Health Laboratories, LLC",9500 New Horizons Blvd,,11701-1155,Voluntary: Firm Initiated,Letter,Arizona,F-1112-2014,"(a) ONEBODE Flo daily, probiotic enzyme digestive, 90 capsules, dietary supplement, Product No. T00135, UPC 0 14834 00135 5; (b) ONEBODE Flo for Family, probiotic enzyme digestive, 360 capsules, dietary supplement, Product No. T00109, UPC 0 14834 00109 6; (c) ONEBODE Flo daily, probiotic enzyme digestive, 6 capsules, dietary supplement (SAMPLE PACK), Product No. T00111, UPC 0 14834 00111 9 --- Mfg. for OneBode, Chandler, Arizona 85226","Lot 1262057: 1985 bottles; Lot 1262058: 489 bottles;  Sample packs: 11,276 units","The finished dietary supplement product was manufactured with ingredients found to be contaminated with chloramphenicol, an antibiotic, above levels of 0.3 ppb.",Chloramphenicol,2013-11-07,2013-12-18,2013-12-25,"(a) Lot Number 1262057; (b) Lot Number 1262058; (c) Lot Numbers 26813, 26813A, 26813B ",2017-03-10
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0740-2014,"enzyme essentials, OxiCellZyme, Enzyme Supplement with Herbs, packaged in 90-(SKU 54929) and 180-(SKU 52270) capsule bottles.",1260 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot Numbers: 52270018, 52270019, and 54929000 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0789-2014,"Bulk B807 True Botanica Digestive, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83377);",25.9 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 83377001 ,2015-03-03
Terminated,Paterson,NJ,United States,2,67232,"Triarco Industries, Inc.",6 Morris St,,07501-1706,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, CA",F-1468-2014,"Triarco Industries, LLC an Innophos company Multicolor Lightening Drink Granulation  Notice - For Manufacturing Use Only Not for Resale",2787 KG,Triarco Industries Inc. is recalling product that may have been contaminated with Chloramphenicol.,Chloramphenicol,2013-10-02,2014-02-04,2014-02-12,40421  40597  40598  40766 ,2016-09-19
Terminated,Fort Collins,CO,United States,2,66559,"Empirical Laboratories, Incorporated","1501 Academy Court, Unit 5",No. 5,80524,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to ID, MN, and SC.  Foreign distribution to Sweden. No military/govt/VA consignees.",F0152-2014,Empirical Labs Building Health Digesti-Zyme; 180 Capsules Dietary SupplementSupplement,246,Empirical Labs is recalling certain lots of dietary supplements due to potential for adulteration with chloramphenicol.,Chloramphenicol,2013-10-21,2013-11-12,2013-11-20,Lots: 3080101 ,2014-03-24
Terminated,Fort Collins,CO,United States,2,66559,"Empirical Laboratories, Incorporated","1501 Academy Court, Unit 5",No. 5,80524,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to ID, MN, and SC.  Foreign distribution to Sweden. No military/govt/VA consignees.",F-0156-2014,Empirical Labs Building Health P&L Enzymes; 180 Capsules Dietary Supplement,63,Empirical Labs is recalling certain lots of dietary supplements due to potential for adulteration with chloramphenicol.,Chloramphenicol,2013-10-21,2013-11-12,2013-11-20,Lots: 3080205 ,2014-03-24
Terminated,Chino,CA,United States,2,66505,Specialty Enzymes & Biotechnologies,13591 Yorba Ave,,91710-5071,Voluntary: Firm Initiated,Letter,"Nationwide in US and worldwide to:    Australia, Canada, Malaysia, Taiwan, Italy",F-0134-2014,"Protease:    APEX 10-7082  CENTURY 7-152  EB 2-14511  EB 5-16901  EB 8-14861  EB 9-14191  EXCLZYME  EXCLZYME EN  GLOBAL 8-658  HFN 7-7113  META 10-185  MHNHEM 2-158  PEPZYME AG  PROTEASE - 1000  PROTEASE 250,000  SEB PRO FP 500  SEB PRO FP 600  SYS 7-7742  UT 11-216 N  VEGPANZYME 1213  VEGPANZYME PLUS","5,780 kg",Specialty Enzymes and Biotechnologies is recalling cellulase/mannanase and fungal protease because they may contain low levels of chloramphenicol.,Chloramphenicol,2013-10-03,2013-11-12,2013-11-20,Lot Numbers:    3071023  3071011  3071039  3061013  3051087  3071034  3031065  3031065  3051054; 3071020; 3061004  3071038  3061033  3061014  3051022; 3061041; 3071070; 3051092; 3071001  3051084; 3071060  3051038  3041051; 3071040  3061025  3071029  3051052  3071027  3071005 ,2013-12-23
Terminated,Essex Junction,VT,United States,2,66562,FoodScience Corporation,20 New England Dr,,05452-2896,Voluntary: Firm Initiated,Letter,NJ,F-0229-2014,"Florayme A Dietary Supplement for Complete Digestive Support, 90 count capsules  Distributed by  Wendy Huang, MD, MPH, DABMA 9 Professional Circle, Suite 212, Colts Neck, NJ 07722",48 units,"Dietary supplements are recalled because they may contain trace amounts of the antibiotic chloramphenicol. The dietary supplements on recall contain enzymes that are on recall by Specialty Enzymes Biotechnology, a raw material supplier, because it contains chloramphenicol.",Chloramphenicol,2013-11-08,2013-11-25,2013-12-04,Lot  Number: 20428800 ,2014-01-21
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0781-2014,"Bulk A776 Healthline Nutri Pet Di powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83287);",207.74 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 83287006, 83287007, 83287008, 83287009, 83287010, 83287011, and 83287012; ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0772-2014,"Bulk A036 Threshold Ess Enz Ultra capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92131).","996,765 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 92131009 and 92131010 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0736-2014,"ProSol Professional Solutions Fiber Digestion Enzyme Supplement, packaged in 90-(SKU 51855) capsule bottles. The firm name on the label is Enzymes, Inc., Kansas City, MO",617 Bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot#: 51855019 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0745-2014,"Dietary Supplements packaged in the following configurations:   (1) Houston Enzymes, No-Fenol, Multi-Enzyme Product for Digestion of Phenolic Foods and Fiber packaged in 90-capsule bottles (SKU 52437). Firm name on the label is Houston Nutraceuticals, Inc. (HNI), Siloam, AR;  (2) 5327 Houston NO-FENOL blk 1v, Bulk Capsules (SKU 91456)",14519 bottles and 50000 bulk capsules,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 52437042, 52437043, 52437044, 52437045, 52437046, 52437047, 52437048, 52437049, 52437050, 52437051, 52437052, 52437053, 52437054, and 91456000 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0791-2014,"Bulk B910 Houston Nutr TriEnz Bu powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83381);",25.75 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 83381000 ,2015-03-03
Terminated,Essex Junction,VT,United States,2,66562,FoodScience Corporation,20 New England Dr,,05452-2896,Voluntary: Firm Initiated,Letter,NJ,F-0230-2014,"Cenk Disczyme A Dietary Supplement for Complete Digestive Support, 180 count capsule  Distributed by  Cenk Integrated Health & Spine Services, 107 Gamma Drive Ste 100, Pittsburgh, PA 15328",48 units,"Dietary supplements are recalled because they may contain trace amounts of the antibiotic chloramphenicol. The dietary supplements on recall contain enzymes that are on recall by Specialty Enzymes Biotechnology, a raw material supplier, because it contains chloramphenicol.",Chloramphenicol,2013-11-08,2013-11-25,2013-12-04,Lot Number: 20525100 ,2014-01-21
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0757-2014,8532 Kirkman MaxEnzComp w/DP packaged in unlabeled 120-capsule bottles (SKU 53854),3642 bottles.,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 53854008, 53854010, 53854012, 53854013, and 53854014 ",2015-03-03
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0833-2014,"Nature's Way,UPC 33674150900, Alive Whole Food Energizer MultiVitamin  90 Vcaps,  20009817",1500,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,20009817 ,2015-02-26
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0842-2014,"GL Completia, 90 vcaps	HDPE Bottle in a Box	12",4666,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,20009982 ,2015-02-26
Terminated,Siloam Springs,AR,United States,2,66824,"Houston Nutraceuticals, Inc",116 N. Broadway St Ste G,,72761,Voluntary: Firm Initiated,E-Mail,The product was not distributed domestically. The product was distributed Internationally to Brazil,F-0381-2014,TriEnza bulk powder distributed in a 5 kilogram polyethylene bag.,5 kg,The firm is recalling a dietary supplement containing a raw material which may contain >0.3 ppb of chloramphenicol.,Chloramphenicol,2013-11-08,2013-11-26,2013-12-04,Lot # 83381000 ,2014-05-12
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0786-2014,"Bulk B199 Reviva Digestion Bulk powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83342).",32.23 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 83342001 ,2015-03-03
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0839-2014,"Nature's Way, UPC 33674156926, Alive Once Daily Women's 50+, 60 Tabs,  20007818, 20011423.",39430,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,"20007818, 20011423 ",2015-02-26
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0788-2014,"TriEnza Powder with DPP IV Activity, packaged 105 gram bottles (SKU 54045). Firm name on the label is Houston Nutraceuticals, Inc., (HNI), Siloam Springs, AR;",2834 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 54045003, 54045005, 54045006, 54045007, and 54045008 ",2015-03-03
Terminated,Vancouver,WA,United States,2,66693,Pacific Nutritionals,6317 Ne 131st Ave /#103,,98682,Voluntary: Firm Initiated,E-Mail,Distributed to Florida and Canada.,F-0345-2014,"ParaZYME, 90 capsules per bottle,  is dietary supplement and sold under Renew Life brand. The UPC Code 6 31257 30990 7.    The product is labeled in parts: ""***PARAZYME***renew LIFE***The Digestive Care Company***90 Vegetable Capsules***Distributed by: ReNew Life Formulas***Palm Harbor, FL 34683***www.renewlife.com***1-800-830-1800***"".",5631 bottles of paraZYEM,Dietary supplement product was made from ingredients that are contaminated with Chloramphenicol.,Chloramphenicol,2013-10-01,2013-11-26,2013-12-04,"ParaZYME Lot:  57515, 57766, 58607, and  59505. ",2016-10-27
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0785-2014,"Dietary Supplements packaged in the following configuration:   (1) NEC Healthy Pre Menopausal, Feminine Support for Active Women, packaged in 60-capsule bottles (SKU 54389). Firm name on the label is National Enzyme Company, Forsyth, MO;  (2) Root 86, Healthy Pre Menopausal, Healthy Vitality In Active Women  packaged in 60-capsule bottles (SKU 54632). Firm name on the label is Root 86, Ridgedale, MO;",31 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #: 53985002, 54389001, and 54632000 ",2015-03-03
